x1,x2,y
1.0710804882912792,-0.3771935869652738,1
0.9071054795956217,-0.49542202753432435,1
1.8343763434828224,0.3095246785158295,1
0.9454439058807972,-0.539656566324991,1
1.3089176162803478,-0.38950287269651496,1
-0.22035163735559288,0.9329802629542042,0
-1.0000729301918827,0.4131542454892833,0
-1.126001652075693,0.20788821337822455,0
0.8535304786566701,-0.5131372525939435,1
0.9321273032450625,0.24417795726984048,0
0.42898078740362655,-0.48446015548587124,1
0.17018576660328272,0.7377887377883712,0
0.8816906440354029,0.5807777086531027,0
1.1002364021030182,0.41546501518160744,0
0.3636953520240569,-0.1345208293631664,1
-0.13435749725871932,1.0651202286023356,0
1.3631444704906737,-0.3372848397047658,1
-0.23066941141563452,1.18529419735377,0
0.19147442633411865,0.9214977850386422,0
1.8583046826172769,0.19590251753871635,1
0.38925320404414904,-0.2740442397552564,1
2.1936910687013254,0.6602422515432019,1
0.09272546130330922,1.1858625018927955,0
0.9264830957227975,0.3248831060591052,0
1.9109721008428493,0.4900152702651621,1
0.4484465808726777,0.8809985245273513,0
2.142344152962438,0.2745940498539594,1
-0.08221164911975987,0.6065081179342251,0
-0.7644508573529702,0.6808117503848444,0
0.7165569382897866,-0.5727779752912264,1
-0.18785314819463694,1.004598118373097,0
0.27987045482438655,-0.05670334025792825,1
-1.0743708538102044,0.507638299609415,0
0.9249798224834143,0.29976529765378496,0
-0.006092958366395659,0.19966225517784297,1
0.13345116703059673,0.997716048529261,0
1.7701232078564184,-0.24042642661709288,1
1.0772192178239823,-0.5551104887807307,1
-1.1826212802539362,0.2104610960230558,0
1.2716039221248425,-0.49361495236660446,1
1.459202954443725,-0.5303239449184916,1
0.7858965674267455,0.48412029107541477,0
0.593797140742288,-0.4007176242398098,1
-0.502087623172493,0.6528110896537862,0
1.1536241081753251,-0.6440692675286295,1
1.9652074184205213,0.4273414806336719,1
-0.552438564486031,0.839041851877977,0
1.3622537185097006,-0.38615523596477774,1
0.7511595038126744,0.6888254596093712,0
1.1510037869016072,0.4482098479278508,0
0.07393817205810535,0.020466192169271896,1
1.552005000292081,-0.2508880009534002,1
-0.38483393281046063,0.8788275823825419,0
-0.9924051618356154,-0.02105322598000481,0
0.8376797644968563,0.4682746839839851,0
0.7421902457487161,-0.5277059496908663,1
1.9208882476740112,0.12690502614597582,1
-1.0396054698154824,-0.14649852430858454,0
0.9561673021964113,0.32425372261175706,0
-0.7295582053080473,0.787521636185268,0
-0.1654627928841003,1.2282431697673513,0
2.015410535382875,0.35760022679340664,1
0.420290884532931,1.0145247027576336,0
1.1916777416586013,-0.5591671404328741,1
1.9973616821705464,-0.30801103516097866,1
0.5567696169361356,0.9794162876191985,0
-1.036336342001439,0.2354091643991414,0
1.1175165315337883,-0.45603009601360095,1
-0.6274910439332548,0.6988929237938165,0
2.474084726036095,0.34740915936981737,1
0.7142379012163671,-0.598635823715716,1
1.8106890814353724,-0.1438313731525258,1
0.6438355610687566,-0.3973554959612805,1
0.14272311820310993,0.8950008908444942,0
1.273513127165046,-0.4639257373098944,1
0.7945485642014496,-0.5049147299658266,1
0.1872321199756043,-0.07031374303903376,1
-0.8249524337798759,0.851281579220563,0
0.8131486243197451,0.5361532446145533,0
1.714379222492649,-0.2670498260015011,1
1.587316892624435,-0.2503927573879916,1
1.204191620252482,0.21775648856109386,0
2.0563714585624178,0.35698879920151394,1
-0.6282623460011132,0.7237073279614576,0
1.6098646115089252,-0.4016399366056302,1
0.6289205567600958,-0.5154266427067008,1
0.6222849264196262,0.5748247439185291,0
-0.8538549267150417,0.36701192547977757,0
0.19490717059946341,0.3299268007509601,1
0.7207697972472743,-0.369408431932957,1
-1.0150494675378336,0.13613993838496782,0
-1.014813215929204,0.4383115842894491,0
0.36911556415731495,-0.1181982512907384,1
0.048379458682224284,0.3365085536856213,1
